,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
1662,prerank,regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway (GO:1902235),-0.7427427427427428,-0.997458750736594,0.50293542074364,0.8833000882307133,1.0,1/1,25.90%,CREB3L1
1663,prerank,negative regulation of fibroblast growth factor receptor signaling pathway (GO:0040037),-0.7427427427427428,-0.997458750736594,0.50293542074364,0.8833000882307133,1.0,1/1,25.90%,CREB3L1
1664,prerank,negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway (GO:1902236),-0.7427427427427428,-0.997458750736594,0.50293542074364,0.8833000882307133,1.0,1/1,25.90%,CREB3L1
1665,prerank,negative regulation of tumor necrosis factor production (GO:0032720),-0.5861723446893787,-0.9968083450101203,0.46954314720812185,0.8832351189875279,1.0,2/2,41.60%,GAS6;BPI
1666,prerank,negative regulation of tumor necrosis factor superfamily cytokine production (GO:1903556),-0.5861723446893787,-0.9968083450101203,0.46954314720812185,0.8832351189875279,1.0,2/2,41.60%,GAS6;BPI
1667,prerank,collagen-activated signaling pathway (GO:0038065),0.62124248496994,0.9959780223184613,0.49754500818330605,1.0,1.0,2/2,38.00%,UBASH3B;DDR2
1668,prerank,collagen-activated tyrosine kinase receptor signaling pathway (GO:0038063),0.62124248496994,0.9959780223184613,0.49754500818330605,1.0,1.0,2/2,38.00%,UBASH3B;DDR2
1669,prerank,regulation of microtubule binding (GO:1904526),0.6011336844467723,0.9953322928494149,0.48673946957878317,1.0,1.0,1/2,11.20%,MAP2
1670,prerank,positive regulation of receptor-mediated endocytosis (GO:0048260),0.45770806071081543,0.9949406657369296,0.48366013071895425,1.0,1.0,2/5,21.20%,MAGI2;HIP1
1671,prerank,membrane depolarization during action potential (GO:0086010),0.6102204408817635,0.9944285927711364,0.4919093851132686,1.0,1.0,2/2,39.10%,SCN3A;CACNA1C
1672,prerank,regulation of programmed cell death (GO:0043067),0.35582853847607626,0.9941090228976429,0.49503858875413453,1.0,1.0,5/11,28.20%,ALK;MECOM;LRP8;HIP1;ACER2
1673,prerank,negative regulation of apoptotic process (GO:0043066),0.3042757589520156,0.9940887024326479,0.49693251533742333,1.0,1.0,15/26,47.10%,HMGA2;PPARGC1A;WNK3;FMN2;WT1;DPEP1;BCL2;GRK5;PIDD1;IGF1R;FLT4;PRKCA;EGFR;PRAME;PTK2
1674,prerank,sphingomyelin metabolic process (GO:0006684),-0.7367367367367368,-0.9939541201406803,0.49613899613899615,0.8899240535338935,1.0,1/1,26.50%,SGMS1
1675,prerank,regulation of embryonic development (GO:0045995),-0.5035105315947843,-0.9938267063505333,0.4594594594594595,0.8891543433778804,1.0,3/3,49.90%,INSR;PLCB1;NR2C2
1676,prerank,regulation of macrophage derived foam cell differentiation (GO:0010743),0.7507507507507507,0.9935179173560632,0.5237154150197628,1.0,1.0,1/1,25.00%,ABCA5
1677,prerank,negative regulation of macrophage derived foam cell differentiation (GO:0010745),0.7507507507507507,0.9935179173560632,0.5237154150197628,1.0,1.0,1/1,25.00%,ABCA5
1678,prerank,cholesterol efflux (GO:0033344),0.7507507507507507,0.9935179173560632,0.5237154150197628,1.0,1.0,1/1,25.00%,ABCA5
1679,prerank,negative regulation of neurogenesis (GO:0050768),-0.5821643286573146,-0.9933661605799471,0.472,0.8892488756475674,1.0,2/2,42.00%,PTEN;NF1
1680,prerank,regulation of cell migration involved in sprouting angiogenesis (GO:0090049),-0.3440643863179075,-0.9929088375218301,0.39520958083832336,0.8896649038771284,1.0,6/6,65.90%,MAP2K5;ITGB1BP1;FOXC2;HDAC5;RHOJ;AKT3
1681,prerank,DNA damage checkpoint signaling (GO:0000077),0.610774801495295,0.9928201797721239,0.5031545741324921,1.0,1.0,1/2,14.30%,STK33
1682,prerank,positive regulation of smoothened signaling pathway (GO:0045880),0.6012024048096193,0.9920322196140382,0.5128205128205128,1.0,1.0,2/2,40.00%,EVC;DLG5
1683,prerank,regulation of angiogenesis (GO:0045765),0.3180329680490376,0.9918895087427467,0.4757481940144479,1.0,1.0,11/18,47.00%,HMGA2;SEMA3E;SASH1;SEMA6A;BMPER;ADGRB1;SMOC2;RHOJ;PRKCA;ADGRA2;AMOT
1684,prerank,mitotic cell cycle phase transition (GO:0044772),-0.16860318393630513,-0.9916955170716417,0.4230769230769231,0.8916705448285583,1.0,20/21,71.00%,CCND1;BTRC;CUL5;PPP2R2A;PPP2R2D;CSNK1E;MNAT1;CRLF3;PLCB1;CCDC57;OPTN;CCNY;SPAST;ENSA;CCND2;CEP70;NINL;CDK6;PRKAR2B;CDK14
1685,prerank,epidermal growth factor receptor signaling pathway (GO:0007173),0.530591775325978,0.9914433168355739,0.5167597765363129,1.0,1.0,3/3,47.10%,SHC3;EGFR;PTK2
1686,prerank,regulation of mononuclear cell migration (GO:0071675),0.530591775325978,0.9911661242459576,0.5071633237822349,1.0,1.0,3/3,47.10%,SLIT2;IL34;PTK2
1687,prerank,cellular response to oxygen-containing compound (GO:1901701),0.3285152455843075,0.990987564483334,0.5,1.0,1.0,9/15,46.40%,SLIT2;BRINP1;PDE4B;RORA;WT1;DPEP1;CPEB3;IRS1;EGFR
1688,prerank,negative regulation of synapse organization (GO:1905809),0.7487487487487487,0.9907820398453764,0.5,1.0,1.0,1/1,25.20%,ROBO2
1689,prerank,negative regulation of nervous system development (GO:0051961),0.7487487487487487,0.9907820398453764,0.5,1.0,1.0,1/1,25.20%,ROBO2
1690,prerank,forebrain neuron development (GO:0021884),0.7487487487487487,0.9907820398453764,0.5,1.0,1.0,1/1,25.20%,ROBO2
1691,prerank,response to retinoic acid (GO:0032526),0.4815765184724604,0.9901867176838633,0.4893048128342246,1.0,1.0,2/4,28.20%,BRINP1;ACER2
1692,prerank,regulation of DNA biosynthetic process (GO:2000278),0.5244926159960138,0.9899613002595871,0.5022156573116692,1.0,1.0,2/3,29.50%,TOM1L1;SMOC2
1693,prerank,"mRNA splicing, via spliceosome (GO:0000398)",-0.2639029322548028,-0.9898486722699784,0.44761904761904764,0.8951710692242719,1.0,11/11,74.00%,CCAR1;RBMX;PNN;CWC27;CSTF3;SRSF1;GCFC2;SRPK1;PRPF40B;NOVA1;DHX8
1694,prerank,inositol lipid-mediated signaling (GO:0048017),0.40569397008291486,0.9897259131208661,0.5041322314049587,1.0,1.0,5/7,43.00%,PLCH1;MUC5AC;IRS1;IGF1R;INPP5F
1695,prerank,histone lysine methylation (GO:0034968),-0.4884653961885657,-0.9896522137424285,0.4380952380952381,0.8943923926764504,1.0,3/3,51.40%,KMT2A;SMYD3;PRDM5
1696,prerank,detection of calcium ion (GO:0005513),0.7317317317317318,0.9892028217595487,0.5009596928982726,1.0,1.0,1/1,26.90%,KCNMB1
1697,prerank,negative regulation of interleukin-8 production (GO:0032717),-0.5861723446893787,-0.9890316036184591,0.4794520547945205,0.8951582669628118,1.0,2/2,41.60%,MAP2K5;BPI
1698,prerank,regulation of granulocyte chemotaxis (GO:0071622),0.5305917753259781,0.988642838941013,0.5071022727272727,1.0,1.0,3/3,47.10%,CAMK1D;IL34;PTK2
1699,prerank,regulation of cell migration (GO:0030334),0.28578608875061773,0.9886392503292557,0.5186680121089808,1.0,1.0,20/33,49.30%,TMEFF2;TIAM1;SLIT2;SEMA3A;SEMA3E;SASH1;MAGI2;SEMA6A;LIMCH1;KANK1;DPEP1;DOCK10;DLG5;IGF1R;PRKCA;EGFR;AMOT;PTK2;GCNT2;ROR2
1700,prerank,mitotic nuclear membrane disassembly (GO:0007077),0.526579739217653,0.9871879576587225,0.5,1.0,1.0,3/3,47.50%,PRKCA;VRK1;LPIN1
1701,prerank,nuclear membrane disassembly (GO:0051081),0.526579739217653,0.9871879576587225,0.5,1.0,1.0,3/3,47.50%,PRKCA;VRK1;LPIN1
1702,prerank,negative regulation of cold-induced thermogenesis (GO:0120163),0.45101917199426006,0.986874200280455,0.5012562814070352,1.0,1.0,3/5,32.30%,ZNF423;MAP2K6;NOVA1
1703,prerank,negative regulation of metabolic process (GO:0009892),0.45101917199426006,0.986874200280455,0.5012562814070352,1.0,1.0,3/5,32.30%,ZNF423;MAP2K6;NOVA1
1704,prerank,calcium ion transport into cytosol (GO:0060402),0.6102204408817635,0.9868333202212451,0.5225375626043406,1.0,1.0,2/2,39.10%,TRPV4;CACNA1C
1705,prerank,ribonucleoprotein complex disassembly (GO:0032988),0.7387387387387387,0.9863007249788157,0.49902152641878667,1.0,1.0,1/1,26.20%,DHX8
1706,prerank,"nucleotide-excision repair, preincision complex stabilization (GO:0006293)",-0.5761523046092184,-0.9860350812777471,0.45498783454987834,0.8982787806844181,1.0,2/2,42.60%,CHD1L;DDB2
1707,prerank,"nucleotide-excision repair, DNA duplex unwinding (GO:0000717)",-0.5761523046092184,-0.9860350812777471,0.45498783454987834,0.8982787806844181,1.0,2/2,42.60%,CHD1L;DDB2
1708,prerank,"nucleotide-excision repair, DNA incision, 3'-to lesion (GO:0006295)",-0.5761523046092184,-0.9860350812777471,0.45498783454987834,0.8982787806844181,1.0,2/2,42.60%,CHD1L;DDB2
1709,prerank,global genome nucleotide-excision repair (GO:0070911),-0.5761523046092184,-0.9860350812777471,0.45498783454987834,0.8982787806844181,1.0,2/2,42.60%,CHD1L;DDB2
1710,prerank,nuclear DNA replication (GO:0033260),-0.7467467467467468,-0.9852422591549147,0.5430327868852459,0.8980361392572322,1.0,1/1,25.50%,ORC3
1711,prerank,pre-replicative complex assembly involved in nuclear cell cycle DNA replication (GO:0006267),-0.7467467467467468,-0.9852422591549147,0.5430327868852459,0.8980361392572322,1.0,1/1,25.50%,ORC3
1712,prerank,negative regulation of protein phosphorylation (GO:0001933),0.3436117850838781,0.9849703653389499,0.5027322404371585,1.0,1.0,6/12,36.90%,SLIT2;SH3GL2;SPRED2;PARD3;SPRED3;UBASH3B
1713,prerank,regulation of presynapse organization (GO:0099174),0.5961923847695391,0.9840489003397969,0.5287539936102237,1.0,1.0,2/2,40.50%,PTPRD;GPC4
1714,prerank,regulation of presynapse assembly (GO:1905606),0.5961923847695391,0.9840489003397969,0.5287539936102237,1.0,1.0,2/2,40.50%,PTPRD;GPC4
1715,prerank,regulation of receptor recycling (GO:0001919),-0.43072289156626503,-0.9835762288491494,0.45864661654135336,0.9014656017754956,1.0,4/4,57.20%,OPTN;ECE1;TBC1D16;INPP5F
1716,prerank,glycoprotein metabolic process (GO:0009100),-0.7387387387387387,-0.9825356804145171,0.5096525096525096,0.8995158983692968,1.0,1/1,26.30%,ADAMTS9
1717,prerank,ventricular cardiac muscle tissue development (GO:0003229),-0.7387387387387387,-0.9825356804145171,0.5096525096525096,0.8995158983692968,1.0,1/1,26.30%,ADAMTS9
1718,prerank,glycoprotein catabolic process (GO:0006516),-0.7387387387387387,-0.9825356804145171,0.5096525096525096,0.8995158983692968,1.0,1/1,26.30%,ADAMTS9
1719,prerank,carbohydrate derivative catabolic process (GO:1901136),-0.7387387387387387,-0.9825356804145171,0.5096525096525096,0.8995158983692968,1.0,1/1,26.30%,ADAMTS9
1720,prerank,positive regulation of BMP signaling pathway (GO:0030513),0.5944374938570297,0.9824096513048075,0.5141509433962265,1.0,1.0,1/2,14.80%,ZNF423
1721,prerank,positive regulation of macromolecule biosynthetic process (GO:0010557),-0.2966700302724521,-0.9821350226164582,0.4573643410852713,0.8995747462333041,1.0,9/9,70.70%,INSR;FAF1;UPF3A;PLD1;SAMD4A;EGFR;IRS1;CPEB3;SMOC2
1722,prerank,zymogen activation (GO:0031638),0.7467467467467468,0.9820676782870059,0.5326732673267327,1.0,1.0,1/1,25.40%,PRSS12
1723,prerank,negative regulation of gene expression (GO:0010629),-0.20351021251418927,-0.9820540470183307,0.4576271186440678,0.8986618836899586,1.0,16/19,48.90%,AGO2;EMILIN1;DCP2;ROBO1;TNRC6A;BMPR1A;CREB3L1;NOTCH2;LGR4;FOXP1;ILF3;KAT2B;RBMS3;HAND2;TNRC6B;SAMD4A
1724,prerank,dense core granule cytoskeletal transport (GO:0099519),-0.7437437437437437,-0.9799510476209539,0.5426944971537002,0.9032588350346491,1.0,1/1,25.80%,TANC2
1725,prerank,sodium-independent organic anion transport (GO:0043252),-0.7357357357357357,-0.9798192691730111,0.5316205533596838,0.9004730658773478,1.0,1/1,26.60%,SLCO3A1
1726,prerank,prostaglandin transport (GO:0015732),-0.7357357357357357,-0.9798192691730111,0.5316205533596838,0.9004730658773478,1.0,1/1,26.60%,SLCO3A1
1727,prerank,icosanoid transport (GO:0071715),-0.7357357357357357,-0.9798192691730111,0.5316205533596838,0.9004730658773478,1.0,1/1,26.60%,SLCO3A1
1728,prerank,proteoglycan biosynthetic process (GO:0030166),0.6074903246011072,0.9798147044268751,0.5244094488188976,1.0,1.0,1/2,15.00%,CHST9
1729,prerank,positive regulation of cell growth (GO:0030307),0.44635727673997144,0.9796754527252589,0.512258064516129,1.0,1.0,4/5,46.40%,BCL2;CPNE5;MAP3K13;EGFR
1730,prerank,negative regulation of leukocyte migration (GO:0002686),0.5246960017573278,0.9796254682711426,0.527086383601757,1.0,1.0,1/3,9.80%,SLIT2
1731,prerank,regulation of myeloid cell differentiation (GO:0045637),-0.31822759315206445,-0.9791491499475513,0.4110429447852761,0.9010432216222798,1.0,7/7,68.50%,KMT2A;TNRC6A;KAT2B;TNRC6B;MEIS2;CDK6;MEIS1
1732,prerank,histone H2A ubiquitination (GO:0033522),-0.5761523046092184,-0.9790040593944063,0.4868421052631579,0.900283046191398,1.0,2/2,42.60%,UBR2;DDB2
1733,prerank,ion transport (GO:0006811),0.5276132616984315,0.9789817020372648,0.5174418604651163,1.0,1.0,1/3,8.60%,SLC24A2
1734,prerank,neurogenesis (GO:0022008),0.5220491970158665,0.978355307650067,0.5312934631432545,1.0,1.0,2/3,35.00%,BTBD2;CDK6
1735,prerank,regulation of axon guidance (GO:1902667),0.591182364729459,0.9782007265130728,0.5169628432956381,1.0,1.0,2/2,41.00%,ZSWIM5;MYCBP2
1736,prerank,cardiac cell fate commitment (GO:0060911),0.7227227227227226,0.9778562920731779,0.5355731225296443,1.0,1.0,1/1,27.80%,WT1
1737,prerank,positive regulation of gonad development (GO:1905941),0.7227227227227226,0.9778562920731779,0.5355731225296443,1.0,1.0,1/1,27.80%,WT1
1738,prerank,ureteric bud morphogenesis (GO:0060675),0.7227227227227226,0.9778562920731779,0.5355731225296443,1.0,1.0,1/1,27.80%,WT1
1739,prerank,regulation of animal organ morphogenesis (GO:2000027),0.7227227227227226,0.9778562920731779,0.5355731225296443,1.0,1.0,1/1,27.80%,WT1
1740,prerank,regulation of male gonad development (GO:2000018),0.7227227227227226,0.9778562920731779,0.5355731225296443,1.0,1.0,1/1,27.80%,WT1
1741,prerank,kidney epithelium development (GO:0072073),0.7227227227227226,0.9778562920731779,0.5355731225296443,1.0,1.0,1/1,27.80%,WT1
1742,prerank,branching involved in ureteric bud morphogenesis (GO:0001658),0.7227227227227226,0.9778562920731779,0.5355731225296443,1.0,1.0,1/1,27.80%,WT1
1743,prerank,cellular response to cAMP (GO:0071320),0.7227227227227226,0.9778562920731779,0.5355731225296443,1.0,1.0,1/1,27.80%,WT1
1744,prerank,positive regulation of male gonad development (GO:2000020),0.7227227227227226,0.9778562920731779,0.5355731225296443,1.0,1.0,1/1,27.80%,WT1
1745,prerank,metanephric epithelium development (GO:0072207),0.7227227227227226,0.9778562920731779,0.5355731225296443,1.0,1.0,1/1,27.80%,WT1
1746,prerank,response to gonadotropin (GO:0034698),0.7227227227227226,0.9778562920731779,0.5355731225296443,1.0,1.0,1/1,27.80%,WT1
1747,prerank,muscle cell fate commitment (GO:0042693),0.7227227227227226,0.9778562920731779,0.5355731225296443,1.0,1.0,1/1,27.80%,WT1
1748,prerank,cellular response to gonadotropin stimulus (GO:0071371),0.7227227227227226,0.9778562920731779,0.5355731225296443,1.0,1.0,1/1,27.80%,WT1
1749,prerank,cation transmembrane transport (GO:0098655),0.5238849817897923,0.9771460555126872,0.5258493353028065,1.0,1.0,1/3,6.70%,ASIC2
1750,prerank,regulation of nucleic acid-templated transcription (GO:1903506),0.2927319541532003,0.9770898947422539,0.5313765182186235,1.0,1.0,11/27,34.70%,ESRRG;HMGA2;ZNF536;PPARGC1A;ZNF423;RORA;WT1;TCF7L1;NCOA2;BNC2;ATXN1
1751,prerank,cytoplasmic pattern recognition receptor signaling pathway (GO:0002753),0.7427427427427428,0.9769096802686518,0.5443037974683544,1.0,1.0,1/1,25.80%,MAP2K6
1752,prerank,"nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway (GO:0035872)",0.7427427427427428,0.9769096802686518,0.5443037974683544,1.0,1.0,1/1,25.80%,MAP2K6
1753,prerank,DNA damage induced protein phosphorylation (GO:0006975),0.7427427427427428,0.9769096802686518,0.5443037974683544,1.0,1.0,1/1,25.80%,MAP2K6
1754,prerank,nucleotide-binding oligomerization domain containing signaling pathway (GO:0070423),0.7427427427427428,0.9769096802686518,0.5443037974683544,1.0,1.0,1/1,25.80%,MAP2K6
1755,prerank,regulation of protein localization to nucleus (GO:1900180),-0.7287287287287287,-0.9766843860718561,0.5198412698412699,0.9028652833108105,1.0,1/1,27.30%,NVL
1756,prerank,ribosomal large subunit biogenesis (GO:0042273),-0.7287287287287287,-0.9766843860718561,0.5198412698412699,0.9028652833108105,1.0,1/1,27.30%,NVL
1757,prerank,regulation of protein localization to nucleolus (GO:1904749),-0.7287287287287287,-0.9766843860718561,0.5198412698412699,0.9028652833108105,1.0,1/1,27.30%,NVL
1758,prerank,mitotic intra-S DNA damage checkpoint signaling (GO:0031573),0.7297297297297297,0.9762303314362247,0.5304878048780488,1.0,1.0,1/1,27.10%,EME2
1759,prerank,resolution of meiotic recombination intermediates (GO:0000712),0.7297297297297297,0.9762303314362247,0.5304878048780488,1.0,1.0,1/1,27.10%,EME2
1760,prerank,positive regulation of vasculature development (GO:1904018),0.41946174395567154,0.9755903830387994,0.488456865127582,1.0,1.0,3/6,29.50%,HMGA2;SASH1;SMOC2
1761,prerank,response to light stimulus (GO:0009416),-0.5761523046092184,-0.9755164498852333,0.48739495798319327,0.9047549291064139,1.0,2/2,42.60%,ZRANB3;DDB2
1762,prerank,"transcription, DNA-templated (GO:0006351)",-0.29838709677419356,-0.975001298396155,0.47586206896551725,0.9048082543444117,1.0,8/8,70.50%,TAF15;RBMX;MNAT1;NFIX;PPP5C;TAF4B;TAF1C;DTX1
1763,prerank,regulation of transcription regulatory region DNA binding (GO:2000677),-0.5751503006012023,-0.9731592477586631,0.49184782608695654,0.9082793912408385,1.0,2/2,42.70%,PER2;HAND2
1764,prerank,vascular transport (GO:0010232),-0.31997152230494874,-0.9729022159683418,0.503030303030303,0.9067859579076445,1.0,6/7,36.10%,INSR;ATP8A1;SLC7A1;SLC12A2;SLCO3A1;SLC1A3
1765,prerank,transport across blood-brain barrier (GO:0150104),-0.31997152230494874,-0.9729022159683418,0.503030303030303,0.9067859579076445,1.0,6/7,36.10%,INSR;ATP8A1;SLC7A1;SLC12A2;SLCO3A1;SLC1A3
1766,prerank,NLS-bearing protein import into nucleus (GO:0006607),-0.7307307307307307,-0.9711681060804322,0.5327868852459017,0.9096851230250388,1.0,1/1,27.10%,KPNA5
1767,prerank,establishment of protein localization to organelle (GO:0072594),-0.4126506024096385,-0.9710071129917655,0.48,0.9090728190582915,1.0,4/4,59.00%,TNPO1;PRICKLE1;IPO8;NUP93
1768,prerank,regulation of glucose metabolic process (GO:0010906),0.5841683366733467,0.9709339338147813,0.5126582278481012,1.0,1.0,2/2,41.70%,RORA;IRS1
1769,prerank,regulation of AMPA receptor activity (GO:2000311),0.5931863727454909,0.9706127161451575,0.5329052969502408,1.0,1.0,2/2,40.80%,CACNG4;CNIH3
1770,prerank,amino acid import (GO:0043090),-0.485456369107322,-0.9686266420619929,0.4692556634304207,0.9140206003047956,1.0,3/3,51.70%,SLC7A1;SLC1A3;SFXN1
1771,prerank,regulation of blood vessel endothelial cell migration (GO:0043535),-0.3440643863179075,-0.9685435930967659,0.5,0.913282622448186,1.0,6/6,65.90%,FGFR1;EPHA2;NF1;ETS1;PRKCA;AKT3
1772,prerank,negative regulation of leukocyte activation (GO:0002695),-0.5861723446893787,-0.9680502395086067,0.518005540166205,0.9113949159109327,1.0,2/2,41.60%,CD200;BPI
1773,prerank,regulation of macrophage activation (GO:0043030),-0.5861723446893787,-0.9680502395086067,0.518005540166205,0.9113949159109327,1.0,2/2,41.60%,CD200;BPI
1774,prerank,negative regulation of macrophage activation (GO:0043031),-0.5861723446893787,-0.9680502395086067,0.518005540166205,0.9113949159109327,1.0,2/2,41.60%,CD200;BPI
1775,prerank,regulation of osteoclast development (GO:2001204),-0.7207207207207207,-0.9668522740012707,0.5231910946196661,0.905293170824274,1.0,1/1,28.10%,NOTCH2
1776,prerank,regulation of keratinocyte proliferation (GO:0010837),-0.7207207207207207,-0.9668522740012707,0.5231910946196661,0.905293170824274,1.0,1/1,28.10%,NOTCH2
1777,prerank,atrial septum development (GO:0003283),-0.7207207207207207,-0.9668522740012707,0.5231910946196661,0.905293170824274,1.0,1/1,28.10%,NOTCH2
1778,prerank,positive regulation of small GTPase mediated signal transduction (GO:0051057),-0.7207207207207207,-0.9668522740012707,0.5231910946196661,0.905293170824274,1.0,1/1,28.10%,NOTCH2
1779,prerank,atrial septum morphogenesis (GO:0060413),-0.7207207207207207,-0.9668522740012707,0.5231910946196661,0.905293170824274,1.0,1/1,28.10%,NOTCH2
1780,prerank,Notch signaling involved in heart development (GO:0061314),-0.7207207207207207,-0.9668522740012707,0.5231910946196661,0.905293170824274,1.0,1/1,28.10%,NOTCH2
1781,prerank,cardiac atrium morphogenesis (GO:0003209),-0.7207207207207207,-0.9668522740012707,0.5231910946196661,0.905293170824274,1.0,1/1,28.10%,NOTCH2
1782,prerank,positive regulation of keratinocyte proliferation (GO:0010838),-0.7207207207207207,-0.9668522740012707,0.5231910946196661,0.905293170824274,1.0,1/1,28.10%,NOTCH2
1783,prerank,regulation of growth rate (GO:0040009),-0.7207207207207207,-0.9668522740012707,0.5231910946196661,0.905293170824274,1.0,1/1,28.10%,NOTCH2
1784,prerank,positive regulation of protein acetylation (GO:1901985),-0.7217217217217217,-0.9668451772068112,0.5448717948717948,0.9042733505970332,1.0,1/1,28.00%,DIP2B
1785,prerank,positive regulation of dendrite morphogenesis (GO:0050775),0.4643237457276921,0.96668622945333,0.532,1.0,1.0,2/4,20.10%,PTPRD;LRP8
1786,prerank,negative regulation of neuron apoptotic process (GO:0043524),0.5145756235256251,0.9665464589598733,0.5401662049861495,1.0,1.0,2/3,29.80%,PPARGC1A;BCL2
1787,prerank,regulation of G0 to G1 transition (GO:0070316),-0.7277277277277278,-0.9652672746789738,0.5625,0.9061686258929014,1.0,1/1,27.40%,TFDP2
1788,prerank,negative regulation of G0 to G1 transition (GO:0070317),-0.7277277277277278,-0.9652672746789738,0.5625,0.9061686258929014,1.0,1/1,27.40%,TFDP2
1789,prerank,regulation of cell-cell adhesion (GO:0022407),0.51833286885627,0.9650577330586719,0.5476190476190477,1.0,1.0,1/3,5.90%,TENM3
1790,prerank,commissural neuron axon guidance (GO:0071679),-0.7327327327327328,-0.9641055241443542,0.5657370517928287,0.9071195708376849,1.0,1/1,26.90%,NFIB
1791,prerank,negative regulation of pri-miRNA transcription by RNA polymerase II (GO:1902894),-0.7327327327327328,-0.9641055241443542,0.5657370517928287,0.9071195708376849,1.0,1/1,26.90%,NFIB
1792,prerank,negative regulation of stress-activated MAPK cascade (GO:0032873),0.579831394287605,0.9627804562041645,0.5562805872756933,1.0,1.0,1/2,16.30%,MECOM
1793,prerank,phospholipid translocation (GO:0045332),0.5242285314535378,0.9627310077191168,0.5361702127659574,1.0,1.0,1/3,10.00%,PLSCR2
1794,prerank,neurotransmitter transport (GO:0006836),0.43605310840299727,0.9620499520692845,0.517948717948718,1.0,1.0,4/5,45.30%,PTPRN2;LIN7A;SLC6A16;CPLX1
1795,prerank,carnitine shuttle (GO:0006853),-0.564128256513026,-0.9618250283986737,0.5235602094240838,0.9084578880554762,1.0,2/2,43.80%,ACACA;ACACB
1796,prerank,acetyl-CoA metabolic process (GO:0006084),-0.564128256513026,-0.9618250283986737,0.5235602094240838,0.9084578880554762,1.0,2/2,43.80%,ACACA;ACACB
1797,prerank,protein homotetramerization (GO:0051289),-0.564128256513026,-0.9618250283986737,0.5235602094240838,0.9084578880554762,1.0,2/2,43.80%,ACACA;ACACB
1798,prerank,protein tetramerization (GO:0051262),-0.564128256513026,-0.9618250283986737,0.5235602094240838,0.9084578880554762,1.0,2/2,43.80%,ACACA;ACACB
1799,prerank,cellular response to estradiol stimulus (GO:0071392),-0.46439317953861586,-0.9616053133313013,0.477124183006536,0.907057348429033,1.0,3/3,53.80%,NRIP1;LCOR;EGFR
1800,prerank,response to estradiol (GO:0032355),-0.46439317953861586,-0.9616053133313013,0.477124183006536,0.907057348429033,1.0,3/3,53.80%,NRIP1;LCOR;EGFR
1801,prerank,regulation of cell motility (GO:2000145),0.360692140360758,0.9615587595099112,0.5208568207440811,1.0,1.0,7/10,47.00%,NRG1;NRG2;DOCK10;CDK6;INPP5F;EGFR;AMOT
1802,prerank,aflatoxin metabolic process (GO:0046222),0.7207207207207207,0.9611671315168414,0.5555555555555556,1.0,1.0,1/1,28.00%,DPEP1
1803,prerank,cellular response to nitric oxide (GO:0071732),0.7207207207207207,0.9611671315168414,0.5555555555555556,1.0,1.0,1/1,28.00%,DPEP1
1804,prerank,sulfur compound catabolic process (GO:0044273),0.7207207207207207,0.9611671315168414,0.5555555555555556,1.0,1.0,1/1,28.00%,DPEP1
1805,prerank,homocysteine metabolic process (GO:0050667),0.7207207207207207,0.9611671315168414,0.5555555555555556,1.0,1.0,1/1,28.00%,DPEP1
1806,prerank,mycotoxin metabolic process (GO:0043385),0.7207207207207207,0.9611671315168414,0.5555555555555556,1.0,1.0,1/1,28.00%,DPEP1
1807,prerank,organic heteropentacyclic compound metabolic process (GO:1901376),0.7207207207207207,0.9611671315168414,0.5555555555555556,1.0,1.0,1/1,28.00%,DPEP1
1808,prerank,sulfur amino acid metabolic process (GO:0000096),0.7207207207207207,0.9611671315168414,0.5555555555555556,1.0,1.0,1/1,28.00%,DPEP1
1809,prerank,cellular response to reactive nitrogen species (GO:1902170),0.7207207207207207,0.9611671315168414,0.5555555555555556,1.0,1.0,1/1,28.00%,DPEP1
1810,prerank,response to nitric oxide (GO:0071731),0.7207207207207207,0.9611671315168414,0.5555555555555556,1.0,1.0,1/1,28.00%,DPEP1
1811,prerank,glutathione catabolic process (GO:0006751),0.7207207207207207,0.9611671315168414,0.5555555555555556,1.0,1.0,1/1,28.00%,DPEP1
1812,prerank,cellular modified amino acid catabolic process (GO:0042219),0.7207207207207207,0.9611671315168414,0.5555555555555556,1.0,1.0,1/1,28.00%,DPEP1
1813,prerank,vesicle cytoskeletal trafficking (GO:0099518),-0.40963855421686746,-0.9607376422176235,0.5098814229249012,0.9083431078330056,1.0,4/4,59.30%,MYO1B;TANC2;MYO1D;FNBP1L
1814,prerank,phosphatidylcholine metabolic process (GO:0046470),-0.2923387096774194,-0.9607070234874295,0.5079365079365079,0.907347259542623,1.0,8/8,71.10%,CSNK2A1;PLA2G4A;LPCAT1;MBOAT2;SLC44A2;LPIN1;CHKA;MBOAT1
1815,prerank,peripheral nervous system neuron differentiation (GO:0048934),0.7127127127127126,0.9605663547697959,0.5472837022132797,1.0,1.0,1/1,28.80%,ETV1
1816,prerank,peripheral nervous system neuron development (GO:0048935),0.7127127127127126,0.9605663547697959,0.5472837022132797,1.0,1.0,1/1,28.80%,ETV1
